"행정구역","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상"
"경기도 구리시 동구동(4131052000)","18,671","18,671","1,387","2,068","2,861","2,302","2,958","3,460","2,306","893","394","40","2","19,218","19,218","1,241","1,811","2,722","2,254","3,252","3,785","2,218","1,209","622","100","4"
"경기도 구리시 인창동(4131053000)","11,386","11,386","860","1,227","1,676","1,460","1,893","2,091","1,333","595","228","22","1","11,924","11,924","851","1,132","1,654","1,519","2,004","2,170","1,429","748","372","44","1"
"경기도 구리시 교문1동(4131054100)","8,406","8,406","377","523","1,160","1,106","1,342","1,652","1,372","616","223","23","12","8,034","8,034","344","550","1,051","910","1,144","1,546","1,332","706","374","59","18"
"경기도 구리시 교문2동(4131054200)","10,717","10,717","768","1,354","1,576","1,208","1,745","1,884","1,373","569","221","18","1","11,333","11,333","763","1,304","1,464","1,251","2,038","2,018","1,443","668","331","50","3"
"경기도 구리시 수택1동(4131057000)","8,356","8,356","374","583","1,288","1,058","1,210","1,721","1,396","532","177","16","1","8,405","8,405","320","546","1,312","906","1,190","1,728","1,331","692","334","45","1"
"경기도 구리시 수택2동(4131058000)","12,731","12,731","653","1,095","1,987","1,622","1,894","2,491","1,932","754","282","19","2","12,862","12,862","657","967","1,793","1,543","1,754","2,560","2,002","996","506","81","3"
"경기도 구리시 수택3동(4131059000)","10,942","10,942","784","1,145","1,625","1,335","1,907","2,057","1,292","559","219","18","1","10,750","10,750","745","1,092","1,404","1,301","1,995","1,923","1,220","680","331","55","4"
"경기도 남양주시 (4136000000)","360,076","360,076","33,192","39,994","44,742","44,308","65,732","61,004","42,396","20,681","7,373","623","31","363,139","363,139","31,211","37,934","41,113","45,435","65,470","58,378","44,685","24,607","12,097","2,104","105"
"경기도 남양주시 와부읍(4136025000)","30,372","30,372","2,022","3,732","4,118","2,905","5,099","5,627","3,755","2,218","815","77","4","31,123","31,123","1,841","3,547","3,615","2,960","5,665","5,503","4,072","2,508","1,198","205","9"
"경기도 남양주시 진접읍(4136025300)","46,847","46,847","4,168","5,891","5,629","4,980","8,624","8,110","5,684","2,677","1,001","82","1","46,048","46,048","3,844","5,497","5,010","5,064","8,566","7,194","5,702","3,311","1,611","236","13"
"경기도 남양주시 화도읍(4136025600)","52,213","52,213","4,440","5,995","6,421","6,062","9,986","9,195","5,938","3,034","1,048","91","3","52,029","52,029","4,122","5,493","5,797","6,112","9,687","8,536","6,434","3,838","1,719","281","10"
"경기도 남양주시 화도읍동부출장소(4136025700)","7,502","7,502","838","693","846","1,085","1,307","1,194","977","397","151","13","1","7,393","7,393","786","692","777","1,072","1,227","1,138","971","436","238","56","0"
"경기도 남양주시 진건읍(4136025900)","12,428","12,428","547","925","1,784","1,275","1,717","2,685","2,208","897","363","27","0","11,499","11,499","430","903","1,432","1,042","1,502","2,399","1,980","1,085","609","111","6"
"경기도 남양주시 오남읍(4136026200)","27,057","27,057","2,016","3,360","3,637","2,733","5,030","5,203","2,914","1,518","601","44","1","26,661","26,661","1,836","3,198","3,140","2,661","5,053","4,575","3,060","1,997","989","149","3"
"경기도 남양주시 퇴계원읍(4136026500)","14,695","14,695","830","1,329","2,142","1,741","2,123","2,729","2,369","1,037","365","28","2","14,746","14,746","856","1,211","1,864","1,536","2,097","2,923","2,343","1,191","638","81","6"
"경기도 남양주시 별내면(4136031000)","9,873","9,873","613","1,017","1,280","931","1,622","1,902","1,363","770","336","34","5","9,849","9,849","575","875","1,259","858","1,596","1,746","1,451","943","458","73","15"
"경기도 남양주시 수동면(4136034000)","4,748","4,748","190","331","468","414","572","983","1,025","550","194","19","2","4,277","4,277","152","246","334","341","461","800","939","564","330","105","5"
"경기도 남양주시 조안면(4136036000)","2,156","2,156","100","114","227","212","266","421","469","239","99","6","3","2,009","2,009","95","124","180","194","239","350","426","233","137","31","0"
"경기도 남양주시 호평동(4136051000)","27,928","27,928","3,266","3,704","3,188","3,549","5,751","4,244","2,368","1,342","470","44","2","29,350","29,350","3,045","3,482","2,988","4,001","6,163","4,131","2,871","1,767","744","150","8"
"경기도 남양주시 평내동(4136052000)","18,120","18,120","1,635","2,540","2,322","2,140","3,547","3,062","1,677","850","320","27","0","18,665","18,665","1,580","2,380","2,305","2,204","3,726","2,912","1,846","1,072","553","85","2"
"경기도 남양주시 금곡동(4136053000)","9,572","9,572","349","610","1,370","1,178","1,172","1,948","1,855","762","298","29","1","9,160","9,160","338","557","1,077","884","1,032","1,919","1,818","873","557","101","4"
"경기도 남양주시 양정동(4136054000)","2,564","2,564","79","97","299","297","298","510","642","244","92","6","0","1,962","1,962","79","94","216","185","173","382","439","239","134","18","3"
"경기도 남양주시 다산1동(4136054500)","39,691","39,691","5,357","4,254","4,624","6,383","8,150","5,275","3,406","1,692","514","35","1","41,096","41,096","5,147","4,258","4,667","7,005","7,812","5,372","3,927","1,844","884","173","7"
"경기도 남양주시 다산2동(4136056500)","17,514","17,514","2,410","1,956","1,882","2,532","3,674","2,555","1,622","653","209","20","1","18,386","18,386","2,301","1,841","1,845","3,022","3,655","2,643","1,891","762","354","70","2"
"경기도 남양주시 별내동(4136057000)","36,796","36,796","4,332","3,446","4,505","5,891","6,794","5,361","4,124","1,801","497","41","4","38,886","38,886","4,184","3,536","4,607","6,294","6,816","5,855","4,515","1,944","944","179","12"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","119,532","119,532","11,705","12,741","17,065","20,769","23,217","17,631","10,389","4,368","1,538","102","7","111,170","111,170","11,222","12,200","14,518","17,561","20,406","16,044","10,600","5,534","2,648","419","18"
"경기도 오산시 중앙동(4137051000)","17,997","17,997","2,010","2,053","2,342","2,746","3,445","2,783","1,637","685","284","12","0","17,895","17,895","1,875","2,122","2,128","2,653","3,319","2,658","1,694","926","454","66","0"
"경기도 오산시 남촌동(4137053000)","12,117","12,117","427","594","2,195","3,188","2,416","1,798","974","390","132","3","0","8,358","8,358","447","584","1,649","1,744","1,417","1,061","804","427","196","25","4"
"경기도 오산시 신장동(4137054000)","30,950","30,950","3,522","3,598","3,773","5,064","6,200","4,296","2,822","1,236","403","33","3","30,329","30,329","3,376","3,496","3,389","4,707","5,529","4,220","3,100","1,591","790","122","9"
"경기도 오산시 세마동(4137055000)","16,460","16,460","1,997","1,698","2,167","3,114","3,215","2,182","1,387","544","148","8","0","15,647","15,647","1,969","1,651","1,926","2,818","2,915","2,109","1,357","562","275","64","1"
"경기도 오산시 초평동(4137056000)","8,316","8,316","688","1,007","1,214","1,262","1,592","1,313","771","339","119","8","3","7,875","7,875","636","940","1,006","1,059","1,502","1,233","790","444","235","28","2"
"경기도 오산시 대원동(4137057000)","33,692","33,692","3,061","3,791","5,374","5,395","6,349","5,259","2,798","1,174","452","38","1","31,066","31,066","2,919","3,407","4,420","4,580","5,724","4,763","2,855","1,584","698","114","2"
"경기도 시흥시 (4139000000)","266,839","266,839","24,915","25,893","38,203","42,084","49,623","46,786","26,934","9,045","3,049","277","30","243,994","243,994","24,112","24,491","32,121","36,596","42,485","42,176","23,742","10,780","6,270","1,146","75"
"경기도 시흥시 대야동(4139051000)","22,766","22,766","1,801","1,805","3,555","3,651","3,397","4,242","3,015","945","326","28","1","22,113","22,113","1,705","1,707","3,221","3,353","3,189","4,318","2,653","1,114","705","140","8"
"경기도 시흥시 신천동(4139052000)","18,749","18,749","852","1,661","3,219","2,165","2,709","4,134","2,784","930","267","25","3","17,543","17,543","750","1,507","2,691","1,731","2,472","3,950","2,467","1,175","686","94","20"
"경기도 시흥시 신현동(4139053100)","5,250","5,250","217","384","786","558","666","1,185","936","363","130","20","5","4,741","4,741","214","353","620","412","614","1,057","791","392","248","36","4"
"경기도 시흥시 은행동(4139054000)","27,938","27,938","3,680","2,913","3,422","4,809","5,065","4,278","2,631","866","249","24","1","27,995","27,995","3,629","2,799","3,255","4,975","4,733","4,356","2,543","983","595","123","4"
"경기도 시흥시 매화동(4139055000)","6,354","6,354","320","620","971","587","1,006","1,377","915","398","141","18","1","5,765","5,765","344","555","699","522","894","1,110","794","479","318","48","2"
"경기도 시흥시 목감동(4139057000)","21,409","21,409","2,922","1,733","2,122","4,153","4,089","2,879","2,354","890","240","23","4","20,852","20,852","2,872","1,653","2,058","4,136","3,418","2,849","2,287","941","524","103","11"
"경기도 시흥시 군자동(4139058100)","11,550","11,550","788","1,137","1,592","1,484","2,116","2,145","1,469","580","222","14","3","10,455","10,455","731","1,050","1,275","1,148","1,697","1,946","1,409","717","402","72","8"
"경기도 시흥시 월곶동(4139058200)","8,389","8,389","685","787","1,015","1,254","1,749","1,477","878","395","138","9","2","7,707","7,707","700","708","877","1,118","1,421","1,235","940","448","218","40","2"
"경기도 시흥시 정왕본동(4139058900)","12,836","12,836","574","575","2,130","2,737","2,838","2,411","1,137","340","87","6","1","7,498","7,498","560","542","1,097","1,259","1,361","1,375","763","318","186","35","2"
"경기도 시흥시 정왕1동(4139059100)","13,307","13,307","640","1,012","2,422","2,118","2,811","2,610","1,242","335","109","6","2","9,224","9,224","638","943","1,365","1,231","1,709","1,710","942","413","223","49","1"
"경기도 시흥시 정왕2동(4139059200)","17,431","17,431","1,185","1,817","3,030","2,537","3,424","3,308","1,487","430","193","20","0","14,753","14,753","1,181","1,707","2,174","1,805","2,746","2,940","1,180","598","370","49","3"
"경기도 시흥시 정왕3동(4139059300)","12,931","12,931","868","1,094","1,754","1,875","2,795","2,606","1,377","403","148","10","1","10,022","10,022","843","1,011","1,301","1,266","1,804","1,980","1,017","473","256","70","1"
"경기도 시흥시 정왕4동(4139059400)","10,558","10,558","857","1,356","1,834","1,226","1,790","2,162","894","278","147","14","0","10,748","10,748","788","1,313","1,733","1,194","2,010","2,162","790","445","284","28","1"
"경기도 시흥시 배곧동(4139059500)","36,471","36,471","5,472","4,070","4,741","7,305","7,905","4,363","2,009","473","123","10","0","34,746","34,746","5,334","4,028","4,306","7,074","7,015","4,290","1,819","567","256","56","1"
"경기도 시흥시 과림동(4139062100)","1,205","1,205","21","28","101","117","125","292","342","135","37","5","2","765","765","20","22","62","55","51","171","224","93","51","14","2"
"경기도 시흥시 연성동(4139063000)","12,130","12,130","884","1,476","1,949","1,341","2,030","2,559","1,200","468","208","13","2","11,684","11,684","824","1,356","1,745","1,227","2,112","2,318","1,064","608","358","69","3"
"경기도 시흥시 장곡동(4139063100)","15,796","15,796","1,897","2,059","1,990","2,305","3,102","2,703","1,189","404","132","14","1","15,516","15,516","1,804","1,909","1,974","2,390","3,102","2,453","1,044","508","280","51","1"
"경기도 시흥시 능곡동(4139064000)","11,769","11,769","1,252","1,366","1,570","1,862","2,006","2,055","1,075","412","152","18","1","11,867","11,867","1,175","1,328","1,668","1,700","2,137","1,956","1,015","508","310","69","1"
"경기도 군포시 (4141000000)","134,288","134,288","10,068","13,447","19,667","19,436","21,480","23,256","17,010","6,827","2,765","322","10","136,466","136,466","9,629","12,506","18,044","17,994","22,040","24,377","17,683","8,279","5,002","879","33"
"경기도 군포시 군포1동(4141051000)","17,631","17,631","970","1,368","2,981","2,611","2,648","3,407","2,405","904","299","37","1","15,789","15,789","945","1,235","2,402","1,976","2,294","3,114","2,257","989","482","90","5"
"경기도 군포시 군포2동(4141052000)","26,374","26,374","2,333","3,132","3,692","3,561","4,415","4,447","3,155","1,191","402","44","2","26,864","26,864","2,205","2,961","3,445","3,439","4,659","4,818","3,142","1,316","741","136","2"
"경기도 군포시 산본1동(4141054000)","7,978","7,978","333","438","1,360","1,230","1,106","1,402","1,271","617","200","20","1","7,928","7,928","307","377","1,141","929","942","1,560","1,441","748","394","83","6"
"경기도 군포시 산본2동(4141055000)","13,074","13,074","1,093","1,421","1,864","1,688","2,075","2,206","1,811","637","251","28","0","13,907","13,907","1,067","1,325","1,777","1,773","2,310","2,538","1,838","745","442","89","3"
"경기도 군포시 금정동(4141056000)","9,042","9,042","435","597","1,486","1,310","1,348","1,772","1,386","540","155","13","0","8,302","8,302","385","545","1,285","1,011","1,123","1,644","1,407","562","284","54","2"
"경기도 군포시 재궁동(4141057000)","8,961","8,961","578","708","1,346","1,644","1,290","1,441","1,190","509","229","26","0","9,913","9,913","533","678","1,359","1,496","1,431","1,655","1,425","780","475","80","1"
"경기도 군포시 오금동(4141058000)","10,593","10,593","912","1,098","1,462","1,821","1,760","1,629","1,150","472","265","24","0","11,199","11,199","891","997","1,358","1,822","1,925","1,812","1,281","652","404","56","1"
"경기도 군포시 수리동(4141059000)","7,872","7,872","468","815","1,045","1,070","1,256","1,388","997","492","303","36","2","8,656","8,656","525","762","996","1,021","1,348","1,544","1,174","701","516","68","1"
"경기도 군포시 궁내동(4141060000)","10,188","10,188","976","1,542","1,331","1,043","1,869","1,767","1,007","407","214","32","0","10,633","10,633","837","1,507","1,180","1,133","2,188","1,787","1,037","513","398","50","3"
"경기도 군포시 대야동(4141061000)","10,375","10,375","1,123","921","1,283","1,857","1,767","1,565","1,224","473","143","16","3","10,297","10,297","1,108","836","1,284","1,793","1,615","1,711","1,170","484","245","49","2"
